,Name,Date,Departure,Arrival,Source,Destination,Stops,Duration,Price
0,Go First,19 May,02:40,04:55,New Delhi,Mumbai,Non Stop,2h 15m,"2,410"
1,Air India,19 May,07:00,09:05,New Delhi,Mumbai,Non Stop,2h 05m,"2,476"
2,Air India,19 May,13:00,15:10,New Delhi,Mumbai,Non Stop,2h 10m,"2,476"
3,Air India,19 May,09:00,11:15,New Delhi,Mumbai,Non Stop,2h 15m,"2,476"
4,Air India,19 May,17:50,21:35,New Delhi,Mumbai,1 Stop,3h 45m,"2,476"
5,Go First,19 May,20:50,23:20,New Delhi,Mumbai,Non Stop,2h 30m,"2,790"
6,Air India,19 May,14:30,18:00,New Delhi,Mumbai,1 Stop,3h 30m,"2,791"
7,Air Asia,19 May,04:25,06:35,New Delhi,Mumbai,Non Stop,2h 10m,"3,000"
8,Air Asia,19 May,20:00,22:15,New Delhi,Mumbai,Non Stop,2h 15m,"3,000"
9,SpiceJet,13 Mar,19:45,01:00 + 1 day,New Delhi,Goa,1 Stop,5h 15m,"3,463"
10,SpiceJet,13 Mar,07:20,01:00 + 1 day,New Delhi,Goa,1 Stop,17h 40m,"3,463"
11,Air Asia,13 Mar,20:45,07:00 + 1 day,New Delhi,Goa,1 Stop,10h 15m,"3,706"
12,Air Asia,13 Mar,08:00,22:00,New Delhi,Goa,1 Stop,14h 00m,"3,706"
13,Go First,13 Mar,22:30,06:10 + 1 day,New Delhi,Goa,1 Stop,7h 40m,"3,894"
14,Air India,13 Mar,10:40,22:25,New Delhi,Goa,1 Stop,11h 45m,"3,988"
15,Air India,13 Mar,09:00,22:25,New Delhi,Goa,1 Stop,13h 25m,"3,988"
16,Air India,13 Mar,08:00,22:25,New Delhi,Goa,1 Stop,14h 25m,"3,988"
17,Air India,13 Mar,07:00,22:25,New Delhi,Goa,1 Stop,15h 25m,"3,988"
18,SpiceJet,13 Mar,06:20,17:05,New Delhi,Goa,1 Stop,10h 45m,"3,991"
19,Air Asia,8 Mar,09:35,15:05,New Delhi,Chennai,1 Stop,5h 30m,"1,998"
20,Air Asia,8 Mar,08:00,13:45,New Delhi,Chennai,1 Stop,5h 45m,"1,998"
21,Air Asia,8 Mar,15:30,21:25,New Delhi,Chennai,1 Stop,5h 55m,"1,998"
22,Air Asia,8 Mar,16:50,23:15,New Delhi,Chennai,1 Stop,6h 25m,"1,998"
23,Air Asia,8 Mar,08:00,15:05,New Delhi,Chennai,1 Stop,7h 05m,"1,998"
24,Air Asia,8 Mar,09:35,17:25,New Delhi,Chennai,1 Stop,7h 50m,"1,998"
25,Air Asia,8 Mar,08:00,17:25,New Delhi,Chennai,1 Stop,9h 25m,"1,998"
26,Air Asia,8 Mar,11:55,21:25,New Delhi,Chennai,1 Stop,9h 30m,"1,998"
27,SpiceJet,8 Mar,05:45,08:40,New Delhi,Chennai,Non Stop,2h 55m,"2,336"
28,SpiceJet,8 Mar,05:45,08:40,New Delhi,Chennai,Non Stop,2h 55m,"2,336"
29,Air Asia,10 Mar,16:15,23:15,New Delhi,Bangalore,2 Stop(s),7h 00m,"3,177"
30,Air Asia,10 Mar,15:25,20:50,New Delhi,Bangalore,1 Stop,5h 25m,"4,000"
31,Air Asia,10 Mar,08:20,14:40,New Delhi,Bangalore,1 Stop,6h 20m,"4,000"
32,Air Asia,10 Mar,06:20,13:45,New Delhi,Bangalore,1 Stop,7h 25m,"4,000"
33,Air Asia,10 Mar,11:55,19:20,New Delhi,Bangalore,1 Stop,7h 25m,"4,000"
34,Air Asia,10 Mar,16:50,00:20 + 1 day,New Delhi,Bangalore,1 Stop,7h 30m,"4,000"
35,Air Asia,10 Mar,04:45,12:20,New Delhi,Bangalore,1 Stop,7h 35m,"4,000"
36,Air Asia,10 Mar,15:30,23:30,New Delhi,Bangalore,2 Stop(s),8h 00m,"4,000"
37,Go First,10 Mar,02:00,07:40,New Delhi,Bangalore,1 Stop,5h 40m,"4,020"
38,Go First,10 Mar,08:00,16:10,New Delhi,Bangalore,1 Stop,8h 10m,"4,020"
39,Air Asia,10 Mar,08:00,15:35,New Delhi,Hyderabad,1 Stop,7h 35m,"2,050"
40,Air Asia,10 Mar,08:00,17:45,New Delhi,Hyderabad,1 Stop,9h 45m,"2,050"
41,Air Asia,10 Mar,09:35,15:35,New Delhi,Hyderabad,1 Stop,6h 00m,"2,465"
42,Air Asia,10 Mar,09:35,17:45,New Delhi,Hyderabad,1 Stop,8h 10m,"2,465"
43,Air Asia,10 Mar,21:00,06:45 + 1 day,New Delhi,Hyderabad,1 Stop,9h 45m,"2,465"
44,Air India,10 Mar,09:45,11:55,New Delhi,Hyderabad,Non Stop,2h 10m,"3,015"
45,Air India,10 Mar,21:25,23:35,New Delhi,Hyderabad,Non Stop,2h 10m,"3,015"
46,Air India,10 Mar,08:10,10:30,New Delhi,Hyderabad,Non Stop,2h 20m,"3,015"
47,IndiGo,10 Mar,06:45,09:00,New Delhi,Hyderabad,Non Stop,2h 15m,"3,200"
48,IndiGo,10 Mar,07:55,10:10,New Delhi,Hyderabad,Non Stop,2h 15m,"3,200"
49,Air Asia,9 Mar,09:35,19:15,New Delhi,Kolkata,2 Stop(s),9h 40m,"2,480"
50,Air Asia,9 Mar,08:00,19:15,New Delhi,Kolkata,2 Stop(s),11h 15m,"2,480"
51,Air Asia,9 Mar,06:20,12:00,New Delhi,Kolkata,1 Stop,5h 40m,"3,427"
52,Air Asia,9 Mar,19:00,01:35 + 1 day,New Delhi,Kolkata,1 Stop,6h 35m,"3,427"
53,Air Asia,9 Mar,15:25,23:10,New Delhi,Kolkata,2 Stop(s),7h 45m,"3,427"
54,Air Asia,9 Mar,09:35,19:45,New Delhi,Kolkata,1 Stop,10h 10m,"3,427"
55,Air Asia,9 Mar,09:35,21:05,New Delhi,Kolkata,1 Stop,11h 30m,"3,427"
56,Air Asia,9 Mar,08:00,19:45,New Delhi,Kolkata,1 Stop,11h 45m,"3,427"
57,IndiGo,9 Mar,16:45,22:55,New Delhi,Kolkata,1 Stop,6h 10m,"3,677"
58,SpiceJet,9 Mar,07:25,21:30,New Delhi,Kolkata,1 Stop,14h 05m,"3,882"
59,IndiGo,8 Mar,06:25,07:55,New Delhi,Patna,Non Stop,1h 30m,"2,190"
60,IndiGo,8 Mar,08:55,10:30,New Delhi,Patna,Non Stop,1h 35m,"2,190"
61,Air India,8 Mar,10:35,12:10,New Delhi,Patna,Non Stop,1h 35m,"2,190"
62,IndiGo,8 Mar,18:10,19:45,New Delhi,Patna,Non Stop,1h 35m,"2,190"
63,Go First,8 Mar,06:05,07:45,New Delhi,Patna,Non Stop,1h 40m,"2,190"
64,IndiGo,8 Mar,16:05,17:45,New Delhi,Patna,Non Stop,1h 40m,"2,190"
65,IndiGo,8 Mar,20:00,21:40,New Delhi,Patna,Non Stop,1h 40m,"2,190"
66,IndiGo,8 Mar,13:15,15:00,New Delhi,Patna,Non Stop,1h 45m,"2,190"
67,IndiGo,8 Mar,17:30,19:15,New Delhi,Patna,Non Stop,1h 45m,"2,190"
68,Vistara,8 Mar,18:15,19:55,New Delhi,Patna,Non Stop,1h 40m,"2,196"
69,IndiGo,23 Mar,05:15,13:50,New Delhi,Pune,1 Stop,8h 35m,"2,197"
70,Air Asia,23 Mar,15:25,17:25,New Delhi,Pune,Non Stop,2h 00m,"2,246"
71,IndiGo,23 Mar,02:15,04:20,New Delhi,Pune,Non Stop,2h 05m,"2,246"
72,IndiGo,23 Mar,04:50,06:55,New Delhi,Pune,Non Stop,2h 05m,"2,246"
73,Air Asia,23 Mar,22:55,01:00 + 1 day,New Delhi,Pune,Non Stop,2h 05m,"2,246"
74,Air India,23 Mar,04:30,06:35,New Delhi,Pune,Non Stop,2h 05m,"2,247"
75,Air India,23 Mar,16:00,18:10,New Delhi,Pune,Non Stop,2h 10m,"2,247"
76,Vistara,23 Mar,14:15,16:20,New Delhi,Pune,Non Stop,2h 05m,"2,270"
77,Vistara,23 Mar,05:55,08:05,New Delhi,Pune,Non Stop,2h 10m,"2,270"
78,IndiGo,23 Mar,13:25,15:40,New Delhi,Pune,Non Stop,2h 15m,"2,480"
79,Air Asia,12 Mar,05:25,18:30,New Delhi,Guwahati,2 Stop(s),13h 05m,"2,900"
80,SpiceJet,12 Mar,10:15,12:35,New Delhi,Guwahati,Non Stop,2h 20m,"4,498"
81,SpiceJet,12 Mar,18:55,21:30,New Delhi,Guwahati,Non Stop,2h 35m,"4,498"
82,IndiGo,12 Mar,12:45,14:55,New Delhi,Guwahati,Non Stop,2h 10m,"4,500"
83,Go First,12 Mar,12:40,15:00,New Delhi,Guwahati,Non Stop,2h 20m,"4,500"
84,Go First,12 Mar,13:00,15:20,New Delhi,Guwahati,Non Stop,2h 20m,"4,500"
85,IndiGo,12 Mar,15:30,17:50,New Delhi,Guwahati,Non Stop,2h 20m,"4,500"
86,Vistara,12 Mar,09:40,12:05,New Delhi,Guwahati,Non Stop,2h 25m,"4,500"
87,Air Asia,12 Mar,18:45,21:10,New Delhi,Guwahati,Non Stop,2h 25m,"4,500"
88,Vistara,12 Mar,15:00,17:30,New Delhi,Guwahati,Non Stop,2h 30m,"4,500"
89,Go First,19 May,02:40,04:55,New Delhi,Mumbai,Non Stop,2h 15m,"2,410"
90,Air India,19 May,07:00,09:05,New Delhi,Mumbai,Non Stop,2h 05m,"2,476"
91,Air India,19 May,13:00,15:10,New Delhi,Mumbai,Non Stop,2h 10m,"2,476"
92,Air India,19 May,09:00,11:15,New Delhi,Mumbai,Non Stop,2h 15m,"2,476"
93,Air India,19 May,17:50,21:35,New Delhi,Mumbai,1 Stop,3h 45m,"2,476"
94,Go First,19 May,20:50,23:20,New Delhi,Mumbai,Non Stop,2h 30m,"2,790"
95,Air India,19 May,14:30,18:00,New Delhi,Mumbai,1 Stop,3h 30m,"2,791"
96,Air Asia,19 May,04:25,06:35,New Delhi,Mumbai,Non Stop,2h 10m,"3,000"
97,Air Asia,19 May,20:00,22:15,New Delhi,Mumbai,Non Stop,2h 15m,"3,000"
98,SpiceJet,13 Mar,19:45,01:00 + 1 day,New Delhi,Goa,1 Stop,5h 15m,"3,463"
99,SpiceJet,13 Mar,07:20,01:00 + 1 day,New Delhi,Goa,1 Stop,17h 40m,"3,463"
100,Air Asia,13 Mar,20:45,07:00 + 1 day,New Delhi,Goa,1 Stop,10h 15m,"3,706"
101,Air Asia,13 Mar,08:00,22:00,New Delhi,Goa,1 Stop,14h 00m,"3,706"
102,Go First,13 Mar,22:30,06:10 + 1 day,New Delhi,Goa,1 Stop,7h 40m,"3,894"
103,Air India,13 Mar,10:40,22:25,New Delhi,Goa,1 Stop,11h 45m,"3,988"
104,Air India,13 Mar,09:00,22:25,New Delhi,Goa,1 Stop,13h 25m,"3,988"
105,Air India,13 Mar,08:00,22:25,New Delhi,Goa,1 Stop,14h 25m,"3,988"
106,Air India,13 Mar,07:00,22:25,New Delhi,Goa,1 Stop,15h 25m,"3,988"
107,SpiceJet,13 Mar,06:20,17:05,New Delhi,Goa,1 Stop,10h 45m,"3,991"
108,Air Asia,8 Mar,09:35,15:05,New Delhi,Chennai,1 Stop,5h 30m,"1,998"
109,Air Asia,8 Mar,08:00,13:45,New Delhi,Chennai,1 Stop,5h 45m,"1,998"
110,Air Asia,8 Mar,15:30,21:25,New Delhi,Chennai,1 Stop,5h 55m,"1,998"
111,Air Asia,8 Mar,16:50,23:15,New Delhi,Chennai,1 Stop,6h 25m,"1,998"
112,Air Asia,8 Mar,08:00,15:05,New Delhi,Chennai,1 Stop,7h 05m,"1,998"
113,Air Asia,8 Mar,09:35,17:25,New Delhi,Chennai,1 Stop,7h 50m,"1,998"
114,Air Asia,8 Mar,08:00,17:25,New Delhi,Chennai,1 Stop,9h 25m,"1,998"
115,Air Asia,8 Mar,11:55,21:25,New Delhi,Chennai,1 Stop,9h 30m,"1,998"
116,SpiceJet,8 Mar,05:45,08:40,New Delhi,Chennai,Non Stop,2h 55m,"2,336"
117,SpiceJet,8 Mar,05:45,08:40,New Delhi,Chennai,Non Stop,2h 55m,"2,336"
118,Air Asia,10 Mar,16:15,23:15,New Delhi,Bangalore,2 Stop(s),7h 00m,"3,177"
119,Air Asia,10 Mar,15:25,20:50,New Delhi,Bangalore,1 Stop,5h 25m,"4,000"
120,Air Asia,10 Mar,08:20,14:40,New Delhi,Bangalore,1 Stop,6h 20m,"4,000"
121,Air Asia,10 Mar,06:20,13:45,New Delhi,Bangalore,1 Stop,7h 25m,"4,000"
122,Air Asia,10 Mar,11:55,19:20,New Delhi,Bangalore,1 Stop,7h 25m,"4,000"
123,Air Asia,10 Mar,16:50,00:20 + 1 day,New Delhi,Bangalore,1 Stop,7h 30m,"4,000"
124,Air Asia,10 Mar,04:45,12:20,New Delhi,Bangalore,1 Stop,7h 35m,"4,000"
125,Air Asia,10 Mar,15:30,23:30,New Delhi,Bangalore,2 Stop(s),8h 00m,"4,000"
126,Go First,10 Mar,02:00,07:40,New Delhi,Bangalore,1 Stop,5h 40m,"4,020"
127,Go First,10 Mar,08:00,16:10,New Delhi,Bangalore,1 Stop,8h 10m,"4,020"
128,Air Asia,10 Mar,08:00,15:35,New Delhi,Hyderabad,1 Stop,7h 35m,"2,050"
129,Air Asia,10 Mar,08:00,17:45,New Delhi,Hyderabad,1 Stop,9h 45m,"2,050"
130,Air Asia,10 Mar,09:35,15:35,New Delhi,Hyderabad,1 Stop,6h 00m,"2,465"
131,Air Asia,10 Mar,09:35,17:45,New Delhi,Hyderabad,1 Stop,8h 10m,"2,465"
132,Air Asia,10 Mar,21:00,06:45 + 1 day,New Delhi,Hyderabad,1 Stop,9h 45m,"2,465"
133,Air India,10 Mar,09:45,11:55,New Delhi,Hyderabad,Non Stop,2h 10m,"3,015"
134,Air India,10 Mar,21:25,23:35,New Delhi,Hyderabad,Non Stop,2h 10m,"3,015"
135,Air India,10 Mar,08:10,10:30,New Delhi,Hyderabad,Non Stop,2h 20m,"3,015"
136,IndiGo,10 Mar,06:45,09:00,New Delhi,Hyderabad,Non Stop,2h 15m,"3,200"
137,IndiGo,10 Mar,07:55,10:10,New Delhi,Hyderabad,Non Stop,2h 15m,"3,200"
138,Air Asia,9 Mar,09:35,19:15,New Delhi,Kolkata,2 Stop(s),9h 40m,"2,480"
139,Air Asia,9 Mar,08:00,19:15,New Delhi,Kolkata,2 Stop(s),11h 15m,"2,480"
140,Air Asia,9 Mar,06:20,12:00,New Delhi,Kolkata,1 Stop,5h 40m,"3,427"
141,Air Asia,9 Mar,19:00,01:35 + 1 day,New Delhi,Kolkata,1 Stop,6h 35m,"3,427"
142,Air Asia,9 Mar,15:25,23:10,New Delhi,Kolkata,2 Stop(s),7h 45m,"3,427"
143,Air Asia,9 Mar,09:35,19:45,New Delhi,Kolkata,1 Stop,10h 10m,"3,427"
144,Air Asia,9 Mar,09:35,21:05,New Delhi,Kolkata,1 Stop,11h 30m,"3,427"
145,Air Asia,9 Mar,08:00,19:45,New Delhi,Kolkata,1 Stop,11h 45m,"3,427"
146,IndiGo,9 Mar,16:45,22:55,New Delhi,Kolkata,1 Stop,6h 10m,"3,677"
147,SpiceJet,9 Mar,07:25,21:30,New Delhi,Kolkata,1 Stop,14h 05m,"3,882"
148,IndiGo,8 Mar,06:25,07:55,New Delhi,Patna,Non Stop,1h 30m,"2,190"
149,IndiGo,8 Mar,08:55,10:30,New Delhi,Patna,Non Stop,1h 35m,"2,190"
150,Air India,8 Mar,10:35,12:10,New Delhi,Patna,Non Stop,1h 35m,"2,190"
151,IndiGo,8 Mar,18:10,19:45,New Delhi,Patna,Non Stop,1h 35m,"2,190"
152,Go First,8 Mar,06:05,07:45,New Delhi,Patna,Non Stop,1h 40m,"2,190"
153,IndiGo,8 Mar,16:05,17:45,New Delhi,Patna,Non Stop,1h 40m,"2,190"
154,IndiGo,8 Mar,20:00,21:40,New Delhi,Patna,Non Stop,1h 40m,"2,190"
155,IndiGo,8 Mar,13:15,15:00,New Delhi,Patna,Non Stop,1h 45m,"2,190"
156,IndiGo,8 Mar,17:30,19:15,New Delhi,Patna,Non Stop,1h 45m,"2,190"
157,Vistara,8 Mar,18:15,19:55,New Delhi,Patna,Non Stop,1h 40m,"2,196"
158,IndiGo,23 Mar,05:15,13:50,New Delhi,Pune,1 Stop,8h 35m,"2,197"
159,Air Asia,23 Mar,15:25,17:25,New Delhi,Pune,Non Stop,2h 00m,"2,246"
160,IndiGo,23 Mar,02:15,04:20,New Delhi,Pune,Non Stop,2h 05m,"2,246"
161,IndiGo,23 Mar,04:50,06:55,New Delhi,Pune,Non Stop,2h 05m,"2,246"
162,Air Asia,23 Mar,22:55,01:00 + 1 day,New Delhi,Pune,Non Stop,2h 05m,"2,246"
163,Air India,23 Mar,04:30,06:35,New Delhi,Pune,Non Stop,2h 05m,"2,247"
164,Air India,23 Mar,16:00,18:10,New Delhi,Pune,Non Stop,2h 10m,"2,247"
165,Vistara,23 Mar,14:15,16:20,New Delhi,Pune,Non Stop,2h 05m,"2,270"
166,Vistara,23 Mar,05:55,08:05,New Delhi,Pune,Non Stop,2h 10m,"2,270"
167,IndiGo,23 Mar,13:25,15:40,New Delhi,Pune,Non Stop,2h 15m,"2,480"
168,Air Asia,12 Mar,05:25,18:30,New Delhi,Guwahati,2 Stop(s),13h 05m,"2,900"
169,SpiceJet,12 Mar,10:15,12:35,New Delhi,Guwahati,Non Stop,2h 20m,"4,498"
170,SpiceJet,12 Mar,18:55,21:30,New Delhi,Guwahati,Non Stop,2h 35m,"4,498"
171,IndiGo,12 Mar,12:45,14:55,New Delhi,Guwahati,Non Stop,2h 10m,"4,500"
172,Go First,12 Mar,12:40,15:00,New Delhi,Guwahati,Non Stop,2h 20m,"4,500"
173,Go First,12 Mar,13:00,15:20,New Delhi,Guwahati,Non Stop,2h 20m,"4,500"
174,IndiGo,12 Mar,15:30,17:50,New Delhi,Guwahati,Non Stop,2h 20m,"4,500"
175,Vistara,12 Mar,09:40,12:05,New Delhi,Guwahati,Non Stop,2h 25m,"4,500"
176,Air Asia,12 Mar,18:45,21:10,New Delhi,Guwahati,Non Stop,2h 25m,"4,500"
177,Vistara,12 Mar,15:00,17:30,New Delhi,Guwahati,Non Stop,2h 30m,"4,500"
178,IndiGo,26 Mar,17:55,20:15,Mumbai,Varanasi,Non Stop,2h 20m,"3,402"
179,IndiGo,26 Mar,11:45,16:50,Mumbai,Varanasi,1 Stop,5h 05m,"3,402"
180,IndiGo,26 Mar,06:00,11:55,Mumbai,Varanasi,1 Stop,5h 55m,"3,402"
181,IndiGo,26 Mar,10:05,16:50,Mumbai,Varanasi,1 Stop,6h 45m,"3,402"
182,IndiGo,26 Mar,08:30,16:50,Mumbai,Varanasi,1 Stop,8h 20m,"3,402"
183,IndiGo,26 Mar,03:05,11:55,Mumbai,Varanasi,1 Stop,8h 50m,"3,402"
184,IndiGo,26 Mar,07:45,16:50,Mumbai,Varanasi,1 Stop,9h 05m,"3,402"
185,IndiGo,26 Mar,07:05,16:50,Mumbai,Varanasi,1 Stop,9h 45m,"3,402"
186,IndiGo,26 Mar,06:00,16:50,Mumbai,Varanasi,1 Stop,10h 50m,"3,402"
187,IndiGo,26 Mar,10:05,21:35,Mumbai,Varanasi,1 Stop,11h 30m,"3,402"
188,Air Asia,27 Mar,21:20,03:20 + 1 day,Mumbai,New Delhi,1 Stop,6h 00m,"2,336"
189,Air Asia,27 Mar,17:50,01:00 + 1 day,Mumbai,New Delhi,1 Stop,7h 10m,"2,336"
190,Air Asia,27 Mar,20:10,03:20 + 1 day,Mumbai,New Delhi,1 Stop,7h 10m,"2,336"
191,Air Asia,27 Mar,20:10,03:20 + 1 day,Mumbai,New Delhi,1 Stop,7h 10m,"2,336"
192,IndiGo,27 Mar,22:20,00:35 + 1 day,Mumbai,New Delhi,Non Stop,2h 15m,"2,339"
193,IndiGo,27 Mar,13:40,17:45,Mumbai,New Delhi,1 Stop,4h 05m,"2,339"
194,IndiGo,27 Mar,16:45,20:55,Mumbai,New Delhi,1 Stop,4h 10m,"2,339"
195,IndiGo,27 Mar,09:40,17:45,Mumbai,New Delhi,1 Stop,8h 05m,"2,339"
196,IndiGo,27 Mar,00:30,09:25,Mumbai,New Delhi,1 Stop,8h 55m,"2,339"
197,IndiGo,27 Mar,13:40,23:05,Mumbai,New Delhi,1 Stop,9h 25m,"2,339"
198,IndiGo,5 Apr,05:00,09:45,Mumbai,Chandigarh,1 Stop,4h 45m,"3,252"
199,IndiGo,5 Apr,07:05,12:35,Mumbai,Chandigarh,1 Stop,5h 30m,"3,252"
200,IndiGo,5 Apr,06:15,12:35,Mumbai,Chandigarh,1 Stop,6h 20m,"3,252"
201,IndiGo,5 Apr,07:00,13:40,Mumbai,Chandigarh,1 Stop,6h 40m,"3,252"
202,IndiGo,5 Apr,02:40,09:45,Mumbai,Chandigarh,1 Stop,7h 05m,"3,252"
203,IndiGo,5 Apr,05:45,13:40,Mumbai,Chandigarh,1 Stop,7h 55m,"3,252"
204,IndiGo,5 Apr,07:45,15:45,Mumbai,Chandigarh,1 Stop,8h 00m,"3,252"
205,IndiGo,5 Apr,07:00,15:45,Mumbai,Chandigarh,1 Stop,8h 45m,"3,252"
206,IndiGo,5 Apr,05:35,15:05,Mumbai,Chandigarh,1 Stop,9h 30m,"3,252"
207,IndiGo,5 Apr,06:05,15:45,Mumbai,Chandigarh,1 Stop,9h 40m,"3,252"
208,Air India,13 Mar,21:00,22:25,Mumbai,Goa,Non Stop,1h 25m,"1,890"
209,Go First,13 Mar,04:55,06:10,Mumbai,Goa,Non Stop,1h 15m,"1,998"
210,Go First,13 Mar,22:05,23:25,Mumbai,Goa,Non Stop,1h 20m,"1,998"
211,Air Asia,13 Mar,23:35,00:35 + 1 day,Mumbai,Goa,Non Stop,1h 00m,"2,000"
212,IndiGo,13 Mar,16:55,18:00,Mumbai,Goa,Non Stop,1h 05m,"2,000"
213,Air Asia,13 Mar,04:45,05:55,Mumbai,Goa,Non Stop,1h 10m,"2,000"
214,IndiGo,13 Mar,05:15,06:25,Mumbai,Goa,Non Stop,1h 10m,"2,000"
